date,away_team_id,away_goals,home_team_id,home_goals,length_of_game_min,updated_at
2021-12-31,New York Rangers,4,Tampa Bay Lightning,3,162,2023-09-25
2021-12-31,Anaheim Ducks,1,Vegas Golden Knights,3,152,2023-09-25
2022-01-01,Buffalo Sabres,3,Boston Bruins,4,159,2023-09-25
2022-01-01,Carolina Hurricanes,7,Columbus Blue Jackets,4,149,2023-09-25
2022-01-01,Montreal Canadiens,2,Florida Panthers,5,147,2023-09-25
2022-01-01,Philadelphia Flyers,3,Los Angeles Kings,6,159,2023-09-25
2022-01-01,St. Louis Blues,6,Minnesota Wild,4,162,2023-09-25
2022-01-01,Chicago Blackhawks,1,Nashville Predators,6,148,2023-09-25
2022-01-01,Edmonton Oilers,2,New York Islanders,3,146,2023-09-25
2022-01-01,Vancouver Canucks,5,Seattle Kraken,2,154,2023-09-25
2022-01-01,Ottawa Senators,0,Toronto Maple Leafs,6,142,2023-09-25
2022-01-02,Calgary Flames,5,Chicago Blackhawks,1,141,2023-09-25
2022-01-02,Anaheim Ducks,2,Colorado Avalanche,4,146,2023-09-25
2022-01-02,Boston Bruins,5,Detroit Red Wings,1,149,2023-09-25
2022-01-02,Tampa Bay Lightning,0,New York Rangers,4,149,2023-09-25
2022-01-02,San Jose Sharks,5,Pittsburgh Penguins,8,147,2023-09-25
2022-01-02,Winnipeg Jets,5,Vegas Golden Knights,4,151,2023-09-25
2022-01-02,New Jersey Devils,4,Washington Capitals,3,156,2023-09-25
2022-01-03,Edmonton Oilers,1,New York Rangers,4,144,2023-09-25
2022-01-04,Philadelphia Flyers,1,Anaheim Ducks,4,157,2023-09-25
2022-01-04,Winnipeg Jets,3,Arizona Coyotes,1,138,2023-09-25
2022-01-04,New Jersey Devils,3,Boston Bruins,5,158,2023-09-25
2022-01-04,Tampa Bay Lightning,7,Columbus Blue Jackets,2,145,2023-09-25
2022-01-04,Colorado Avalanche,4,Chicago Blackhawks,3,155,2023-09-25
2022-01-04,San Jose Sharks,2,Detroit Red Wings,6,157,2023-09-25
2022-01-04,Calgary Flames,2,Florida Panthers,6,149,2023-09-25
2022-01-04,Nashville Predators,3,Vegas Golden Knights,2,160,2023-09-25
2022-01-05,St. Louis Blues,3,Pittsburgh Penguins,5,153,2023-09-25
2022-01-05,Edmonton Oilers,2,Toronto Maple Leafs,4,146,2023-09-25
2022-01-06,Chicago Blackhawks,4,Arizona Coyotes,6,153,2023-09-25
2022-01-06,Minnesota Wild,3,Boston Bruins,2,160,2023-09-25
2022-01-06,San Jose Sharks,3,Buffalo Sabres,2,142,2023-09-25
2022-01-06,Winnipeg Jets,1,Colorado Avalanche,7,149,2023-09-25
2022-01-06,Florida Panthers,5,Dallas Stars,6,169,2023-09-25
2022-01-06,Nashville Predators,4,Los Angeles Kings,2,158,2023-09-25
2022-01-06,Columbus Blue Jackets,1,New Jersey Devils,3,140,2023-09-25
2022-01-06,Pittsburgh Penguins,6,Philadelphia Flyers,2,141,2023-09-25
2022-01-06,Calgary Flames,1,Tampa Bay Lightning,4,155,2023-09-25
2022-01-06,New York Rangers,1,Vegas Golden Knights,5,139,2023-09-25
2022-01-07,Calgary Flames,3,Carolina Hurricanes,6,150,2023-09-25
2022-01-07,Washington Capitals,1,St. Louis Blues,5,141,2023-09-25
2022-01-08,New York Rangers,4,Anaheim Ducks,1,148,2023-09-25
2022-01-08,Nashville Predators,4,Arizona Coyotes,2,163,2023-09-25
2022-01-08,Florida Panthers,4,Carolina Hurricanes,3,157,2023-09-25
2022-01-08,New Jersey Devils,3,Columbus Blue Jackets,4,153,2023-09-25
2022-01-08,Toronto Maple Leafs,4,Colorado Avalanche,5,154,2023-09-25
2022-01-08,Pittsburgh Penguins,2,Dallas Stars,3,145,2023-09-25
2022-01-08,Detroit Red Wings,0,Los Angeles Kings,4,149,2023-09-25
2022-01-08,Washington Capitals,2,Minnesota Wild,3,168,2023-09-25
2022-01-08,San Jose Sharks,3,Philadelphia Flyers,2,151,2023-09-25
2022-01-08,Boston Bruins,5,Tampa Bay Lightning,2,152,2023-09-25
2022-01-08,Chicago Blackhawks,2,Vegas Golden Knights,1,139,2023-09-25
2022-01-09,Detroit Red Wings,3,Anaheim Ducks,4,160,2023-09-25
2022-01-09,Dallas Stars,1,St. Louis Blues,2,142,2023-09-25
2022-01-10,Seattle Kraken,3,Colorado Avalanche,4,147,2023-09-25
2022-01-10,New York Rangers,1,Los Angeles Kings,3,138,2023-09-25
2022-01-10,Boston Bruins,7,Washington Capitals,3,159,2023-09-25
2022-01-11,Pittsburgh Penguins,4,Anaheim Ducks,1,146,2023-09-25
2022-01-11,Tampa Bay Lightning,6,Buffalo Sabres,1,138,2023-09-25
2022-01-11,Chicago Blackhawks,4,Columbus Blue Jackets,2,136,2023-09-25
2022-01-11,Vancouver Canucks,2,Florida Panthers,5,154,2023-09-25
2022-01-11,Colorado Avalanche,4,Nashville Predators,5,162,2023-09-25
2022-01-11,Detroit Red Wings,2,San Jose Sharks,3,145,2023-09-25
2022-01-11,Toronto Maple Leafs,4,Vegas Golden Knights,3,158,2023-09-25
2022-01-12,Toronto Maple Leafs,1,Arizona Coyotes,2,139,2023-09-25
2022-01-12,Montreal Canadiens,1,Boston Bruins,5,159,2023-09-25
2022-01-12,Seattle Kraken,2,Dallas Stars,5,149,2023-09-25
2022-01-13,Philadelphia Flyers,2,Boston Bruins,3,156,2023-09-25
2022-01-13,Columbus Blue Jackets,6,Carolina Hurricanes,0,138,2023-09-25
2022-01-13,Ottawa Senators,4,Calgary Flames,1,137,2023-09-25
2022-01-13,Montreal Canadiens,2,Chicago Blackhawks,3,145,2023-09-25
2022-01-13,Winnipeg Jets,3,Detroit Red Wings,0,143,2023-09-25
2022-01-13,Pittsburgh Penguins,2,Los Angeles Kings,6,144,2023-09-25
2022-01-13,Buffalo Sabres,4,Nashville Predators,1,145,2023-09-25
2022-01-13,New Jersey Devils,2,New York Islanders,3,147,2023-09-25
2022-01-13,New York Rangers,3,San Jose Sharks,0,142,2023-09-25
2022-01-13,Seattle Kraken,1,St. Louis Blues,2,139,2023-09-25
2022-01-13,Vancouver Canucks,2,Tampa Bay Lightning,4,149,2023-09-25
2022-01-14,Arizona Coyotes,3,Colorado Avalanche,4,157,2023-09-25
2022-01-14,Dallas Stars,1,Florida Panthers,7,153,2023-09-25
2022-01-14,Anaheim Ducks,3,Minnesota Wild,7,155,2023-09-25
2022-01-15,Colorado Avalanche,5,Arizona Coyotes,0,139,2023-09-25
2022-01-15,Nashville Predators,3,Boston Bruins,4,161,2023-09-25
2022-01-15,Vancouver Canucks,1,Carolina Hurricanes,4,149,2023-09-25
2022-01-15,Anaheim Ducks,0,Chicago Blackhawks,3,137,2023-09-25
2022-01-15,Buffalo Sabres,0,Detroit Red Wings,4,142,2023-09-25
2022-01-15,Ottawa Senators,6,Edmonton Oilers,4,147,2023-09-25
2022-01-15,Columbus Blue Jackets,2,Florida Panthers,9,138,2023-09-25
2022-01-15,Washington Capitals,2,New York Islanders,0,140,2023-09-25
2022-01-15,New York Rangers,3,Philadelphia Flyers,2,131,2023-09-25
2022-01-15,Los Angeles Kings,3,Seattle Kraken,1,141,2023-09-25
2022-01-15,Pittsburgh Penguins,2,San Jose Sharks,1,140,2023-09-25
2022-01-15,Toronto Maple Leafs,6,St. Louis Blues,5,153,2023-09-25
2022-01-15,Dallas Stars,1,Tampa Bay Lightning,3,146,2023-09-25
2022-01-16,Vancouver Canucks,4,Washington Capitals,2,148,2023-09-25
2022-01-17,Montreal Canadiens,2,Arizona Coyotes,5,142,2023-09-25
2022-01-17,Detroit Red Wings,3,Buffalo Sabres,2,146,2023-09-25
2022-01-17,Minnesota Wild,3,Colorado Avalanche,4,171,2023-09-25
2022-01-17,Philadelphia Flyers,1,New York Islanders,4,136,2023-09-25
2022-01-17,Chicago Blackhawks,2,Seattle Kraken,3,157,2023-09-25
2022-01-17,Los Angeles Kings,2,San Jose Sharks,6,141,2023-09-25
2022-01-17,Nashville Predators,3,St. Louis Blues,5,146,2023-09-25
2022-01-17,Pittsburgh Penguins,5,Vegas Golden Knights,3,147,2023-09-25
2022-01-18,Carolina Hurricanes,7,Boston Bruins,1,151,2023-09-25
2022-01-18,Florida Panthers,1,Calgary Flames,5,150,2023-09-25
2022-01-18,Montreal Canadiens,5,Dallas Stars,3,165,2023-09-25
2022-01-18,Tampa Bay Lightning,6,Los Angeles Kings,4,152,2023-09-25
2022-01-18,Vancouver Canucks,3,Nashville Predators,1,146,2023-09-25
2022-01-18,Buffalo Sabres,3,Ottawa Senators,1,146,2023-09-25
2022-01-18,New York Islanders,4,Philadelphia Flyers,3,171,2023-09-25
2022-01-18,Winnipeg Jets,3,Washington Capitals,4,148,2023-09-25
2022-01-19,Colorado Avalanche,2,Anaheim Ducks,0,150,2023-09-25
2022-01-19,Arizona Coyotes,4,New Jersey Devils,1,139,2023-09-25
2022-01-19,Toronto Maple Leafs,3,New York Rangers,6,148,2023-09-25
2022-01-20,Washington Capitals,3,Boston Bruins,4,151,2023-09-25
2022-01-20,Dallas Stars,5,Buffalo Sabres,4,155,2023-09-25
2022-01-20,Florida Panthers,6,Edmonton Oilers,0,139,2023-09-25
2022-01-20,Colorado Avalanche,4,Los Angeles Kings,1,146,2023-09-25
2022-01-20,Winnipeg Jets,2,Nashville Predators,5,155,2023-09-25
2022-01-20,Columbus Blue Jackets,2,Philadelphia Flyers,1,144,2023-09-25
2022-01-20,Ottawa Senators,4,Pittsburgh Penguins,6,159,2023-09-25
2022-01-20,San Jose Sharks,2,Seattle Kraken,3,142,2023-09-25
2022-01-20,Montreal Canadiens,3,Vegas Golden Knights,4,155,2023-09-25
2022-01-21,Tampa Bay Lightning,1,Anaheim Ducks,5,147,2023-09-25
2022-01-21,New York Rangers,3,Carolina Hurricanes,6,147,2023-09-25
2022-01-21,Pittsburgh Penguins,5,Columbus Blue Jackets,2,149,2023-09-25
2022-01-21,Minnesota Wild,5,Chicago Blackhawks,1,137,2023-09-25
2022-01-21,Dallas Stars,5,Detroit Red Wings,4,154,2023-09-25
2022-01-21,Arizona Coyotes,0,New York Islanders,4,141,2023-09-25
2022-01-21,St. Louis Blues,5,Seattle Kraken,0,151,2023-09-25
2022-01-21,Florida Panthers,2,Vancouver Canucks,1,153,2023-09-25
2022-01-22,Winnipeg Jets,2,Boston Bruins,3,142,2023-09-25
2022-01-22,Philadelphia Flyers,3,Buffalo Sabres,6,144,2023-09-25
2022-01-22,Montreal Canadiens,2,Colorado Avalanche,3,156,2023-09-25
2022-01-22,Calgary Flames,3,Edmonton Oilers,5,152,2023-09-25
2022-01-22,Chicago Blackhawks,3,Minnesota Wild,4,163,2023-09-25
2022-01-22,Carolina Hurricanes,4,New Jersey Devils,7,151,2023-09-25
2022-01-22,Detroit Red Wings,1,Nashville Predators,4,146,2023-09-25
2022-01-22,Toronto Maple Leafs,3,New York Islanders,1,135,2023-09-25
2022-01-22,Arizona Coyotes,3,New York Rangers,7,144,2023-09-25
2022-01-22,Tampa Bay Lightning,7,San Jose Sharks,1,143,2023-09-25
2022-01-22,Ottawa Senators,2,Washington Capitals,3,151,2023-09-25
2022-01-23,Ottawa Senators,2,Columbus Blue Jackets,1,138,2023-09-25
2022-01-23,Los Angeles Kings,3,New Jersey Devils,2,146,2023-09-25
2022-01-23,Winnipeg Jets,2,Pittsburgh Penguins,3,163,2023-09-25
2022-01-23,Florida Panthers,3,Seattle Kraken,5,149,2023-09-25
2022-01-23,St. Louis Blues,3,Vancouver Canucks,1,139,2023-09-25
2022-01-24,Anaheim Ducks,5,Boston Bruins,3,152,2023-09-25
2022-01-24,St. Louis Blues,1,Calgary Flames,7,140,2023-09-25
2022-01-24,Chicago Blackhawks,0,Colorado Avalanche,2,143,2023-09-25
2022-01-24,Montreal Canadiens,2,Minnesota Wild,8,152,2023-09-25
2022-01-24,Los Angeles Kings,2,New York Rangers,3,162,2023-09-25
2022-01-24,Dallas Stars,3,Philadelphia Flyers,1,148,2023-09-25
2022-01-24,Vegas Golden Knights,1,Washington Capitals,0,152,2023-09-25
2022-01-25,Vegas Golden Knights,3,Carolina Hurricanes,4,158,2023-09-25
2022-01-25,Dallas Stars,5,New Jersey Devils,1,152,2023-09-25
2022-01-25,Philadelphia Flyers,3,New York Islanders,4,145,2023-09-25
2022-01-25,Buffalo Sabres,0,Ottawa Senators,5,149,2023-09-25
2022-01-25,Arizona Coyotes,3,Pittsburgh Penguins,6,137,2023-09-25
2022-01-25,Nashville Predators,4,Seattle Kraken,2,146,2023-09-25
2022-01-25,Edmonton Oilers,3,Vancouver Canucks,2,147,2023-09-25
2022-01-25,Florida Panthers,5,Winnipeg Jets,3,135,2023-09-25
2022-01-26,Calgary Flames,6,Columbus Blue Jackets,0,148,2023-09-25
2022-01-26,Boston Bruins,3,Colorado Avalanche,4,169,2023-09-25
2022-01-26,Chicago Blackhawks,8,Detroit Red Wings,5,158,2023-09-25
2022-01-26,Anaheim Ducks,3,Toronto Maple Leafs,4,161,2023-09-25
2022-01-26,San Jose Sharks,4,Washington Capitals,1,147,2023-09-25
2022-01-27,New York Rangers,3,Columbus Blue Jackets,5,147,2023-09-25
2022-01-27,Nashville Predators,2,Edmonton Oilers,3,164,2023-09-25
2022-01-27,Vegas Golden Knights,1,Florida Panthers,4,140,2023-09-25
2022-01-27,Anaheim Ducks,5,Montreal Canadiens,4,143,2023-09-25
2022-01-27,Los Angeles Kings,3,New York Islanders,2,143,2023-09-25
2022-01-27,Carolina Hurricanes,3,Ottawa Senators,2,155,2023-09-25
2022-01-27,Seattle Kraken,2,Pittsburgh Penguins,1,140,2023-09-25
2022-01-27,Calgary Flames,1,St. Louis Blues,5,147,2023-09-25
2022-01-27,New Jersey Devils,2,Tampa Bay Lightning,3,143,2023-09-25
2022-01-27,Vancouver Canucks,5,Winnipeg Jets,1,143,2023-09-25
2022-01-28,Boston Bruins,2,Arizona Coyotes,1,151,2023-09-25
2022-01-28,Colorado Avalanche,6,Chicago Blackhawks,4,159,2023-09-25
2022-01-28,Washington Capitals,5,Dallas Stars,0,142,2023-09-25
2022-01-28,Minnesota Wild,3,New York Rangers,2,150,2023-09-25
2022-01-28,Detroit Red Wings,3,Pittsburgh Penguins,2,161,2023-09-25
2022-01-29,Buffalo Sabres,3,Arizona Coyotes,1,136,2023-09-25
2022-01-29,New Jersey Devils,1,Carolina Hurricanes,2,145,2023-09-25
2022-01-29,Vancouver Canucks,0,Calgary Flames,1,152,2023-09-25
2022-01-29,Toronto Maple Leafs,7,Detroit Red Wings,4,149,2023-09-25
2022-01-29,San Jose Sharks,4,Florida Panthers,5,150,2023-09-25
2022-01-29,Edmonton Oilers,7,Montreal Canadiens,2,140,2023-09-25
2022-01-29,Anaheim Ducks,2,Ottawa Senators,1,142,2023-09-25
2022-01-29,Los Angeles Kings,3,Philadelphia Flyers,4,150,2023-09-25
2022-01-29,Winnipeg Jets,4,St. Louis Blues,1,140,2023-09-25
2022-01-29,Vegas Golden Knights,3,Tampa Bay Lightning,2,161,2023-09-25
2022-01-30,San Jose Sharks,1,Carolina Hurricanes,2,149,2023-09-25
2022-01-30,Buffalo Sabres,1,Colorado Avalanche,4,151,2023-09-25
2022-01-30,Boston Bruins,1,Dallas Stars,6,141,2023-09-25
2022-01-30,Columbus Blue Jackets,6,Montreal Canadiens,3,145,2023-09-25
2022-01-30,Minnesota Wild,4,New York Islanders,3,145,2023-09-25
2022-01-30,Seattle Kraken,2,New York Rangers,3,147,2023-09-25
2022-01-30,Los Angeles Kings,4,Pittsburgh Penguins,3,151,2023-09-25
2022-01-31,Florida Panthers,8,Columbus Blue Jackets,4,148,2023-09-25
2022-01-31,Vancouver Canucks,3,Chicago Blackhawks,1,141,2023-09-25
2022-01-31,Anaheim Ducks,1,Detroit Red Wings,2,146,2023-09-25
2022-01-31,Edmonton Oilers,2,Ottawa Senators,3,152,2023-09-25
2022-01-31,New Jersey Devils,4,Toronto Maple Leafs,6,151,2023-09-25
2022-02-01,Seattle Kraken,2,Boston Bruins,3,151,2023-09-25
2022-02-01,Arizona Coyotes,3,Colorado Avalanche,2,159,2023-09-25
2022-02-01,Calgary Flames,4,Dallas Stars,3,143,2023-09-25
2022-02-01,Toronto Maple Leafs,7,New Jersey Devils,1,148,2023-09-25
2022-02-01,Vancouver Canucks,2,Nashville Predators,4,143,2023-09-25
2022-02-01,Ottawa Senators,1,New York Islanders,4,140,2023-09-25
2022-02-01,Florida Panthers,2,New York Rangers,5,150,2023-09-25
2022-02-01,Winnipeg Jets,1,Philadelphia Flyers,3,144,2023-09-25
2022-02-01,Washington Capitals,4,Pittsburgh Penguins,3,163,2023-09-25
2022-02-01,San Jose Sharks,2,Tampa Bay Lightning,3,155,2023-09-25
2022-02-01,Buffalo Sabres,2,Vegas Golden Knights,5,147,2023-09-25
2022-02-02,Calgary Flames,4,Arizona Coyotes,2,143,2023-09-25
2022-02-02,Minnesota Wild,5,Chicago Blackhawks,0,135,2023-09-25
2022-02-02,Los Angeles Kings,5,Detroit Red Wings,3,143,2023-09-25
2022-02-02,Seattle Kraken,3,New York Islanders,0,136,2023-09-25
2022-02-02,Edmonton Oilers,5,Washington Capitals,3,146,2023-09-25
2022-02-07,New Jersey Devils,1,Ottawa Senators,4,132,2023-09-25
2022-02-07,Carolina Hurricanes,3,Toronto Maple Leafs,4,159,2023-09-25
2022-02-08,Pittsburgh Penguins,4,Boston Bruins,2,152,2023-09-25
2022-02-08,Vegas Golden Knights,4,Edmonton Oilers,0,138,2023-09-25
2022-02-08,New Jersey Devils,7,Montreal Canadiens,1,143,2023-09-25
2022-02-08,Carolina Hurricanes,3,Ottawa Senators,4,145,2023-09-25
2022-02-08,Arizona Coyotes,1,Vancouver Canucks,5,141,2023-09-25
2022-02-08,Minnesota Wild,0,Winnipeg Jets,2,143,2023-09-25
2022-02-08,Columbus Blue Jackets,5,Washington Capitals,4,153,2023-09-25
2022-02-09,Vegas Golden Knights,0,Calgary Flames,6,145,2023-09-25
2022-02-09,Nashville Predators,3,Dallas Stars,4,157,2023-09-25
2022-02-09,Chicago Blackhawks,4,Edmonton Oilers,1,142,2023-09-25
2022-02-09,Detroit Red Wings,6,Philadelphia Flyers,3,146,2023-09-25
2022-02-09,Arizona Coyotes,5,Seattle Kraken,2,147,2023-09-25
2022-02-09,New York Islanders,6,Vancouver Canucks,3,138,2023-09-25
2022-02-10,Carolina Hurricanes,6,Boston Bruins,0,163,2023-09-25
2022-02-10,Columbus Blue Jackets,4,Buffalo Sabres,3,143,2023-09-25
2022-02-10,Toronto Maple Leafs,2,Calgary Flames,5,147,2023-09-25
2022-02-10,Tampa Bay Lightning,2,Colorado Avalanche,3,161,2023-09-25
2022-02-10,Washington Capitals,5,Montreal Canadiens,2,148,2023-09-25
2022-02-10,Pittsburgh Penguins,2,Ottawa Senators,0,138,2023-09-25
2022-02-10,New Jersey Devils,7,St. Louis Blues,4,154,2023-09-25
2022-02-11,Seattle Kraken,4,Anaheim Ducks,3,148,2023-09-25
2022-02-11,Tampa Bay Lightning,4,Arizona Coyotes,3,136,2023-09-25
2022-02-11,Winnipeg Jets,3,Dallas Stars,4,154,2023-09-25
2022-02-11,New York Islanders,1,Edmonton Oilers,3,140,2023-09-25
2022-02-12,New York Islanders,2,Calgary Flames,5,148,2023-09-25
2022-02-12,Philadelphia Flyers,2,Detroit Red Wings,4,146,2023-09-25
2022-02-12,Carolina Hurricanes,2,Minnesota Wild,3,153,2023-09-25
2022-02-12,Columbus Blue Jackets,2,Montreal Canadiens,1,148,2023-09-25
2022-02-12,Winnipeg Jets,5,Nashville Predators,2,150,2023-09-25
2022-02-12,Boston Bruins,2,Ottawa Senators,0,148,2023-09-25
2022-02-12,Chicago Blackhawks,1,St. Louis Blues,5,138,2023-09-25
2022-02-12,Toronto Maple Leafs,2,Vancouver Canucks,3,145,2023-09-25
2022-02-13,Colorado Avalanche,4,Dallas Stars,0,140,2023-09-25
2022-02-13,Buffalo Sabres,5,Montreal Canadiens,3,139,2023-09-25
2022-02-13,Pittsburgh Penguins,4,New Jersey Devils,2,136,2023-09-25
2022-02-13,Ottawa Senators,4,Washington Capitals,1,151,2023-09-25
2022-02-14,Detroit Red Wings,4,Minnesota Wild,7,161,2023-09-25
2022-02-14,Toronto Maple Leafs,6,Seattle Kraken,2,150,2023-09-25
2022-02-14,Edmonton Oilers,3,San Jose Sharks,0,138,2023-09-25
2022-02-14,Chicago Blackhawks,3,Winnipeg Jets,1,134,2023-09-25
2022-02-15,New York Islanders,3,Buffalo Sabres,6,145,2023-09-25
2022-02-15,Columbus Blue Jackets,2,Calgary Flames,6,140,2023-09-25
2022-02-15,Dallas Stars,4,Colorado Avalanche,1,160,2023-09-25
2022-02-15,Edmonton Oilers,5,Los Angeles Kings,2,148,2023-09-25
2022-02-15,Tampa Bay Lightning,6,New Jersey Devils,3,153,2023-09-25
2022-02-15,Washington Capitals,4,Nashville Predators,1,151,2023-09-25
2022-02-15,Boston Bruins,1,New York Rangers,2,158,2023-09-25
2022-02-15,St. Louis Blues,5,Ottawa Senators,2,147,2023-09-25
2022-02-15,Philadelphia Flyers,4,Pittsburgh Penguins,5,154,2023-09-25
2022-02-16,Florida Panthers,3,Carolina Hurricanes,2,155,2023-09-25
2022-02-16,Anaheim Ducks,2,Calgary Flames,6,149,2023-09-25
2022-02-16,Colorado Avalanche,2,Vegas Golden Knights,0,148,2023-09-25
2022-02-16,Minnesota Wild,3,Winnipeg Jets,6,143,2023-09-25
2022-02-17,Ottawa Senators,3,Buffalo Sabres,1,142,2023-09-25
2022-02-17,Columbus Blue Jackets,7,Chicago Blackhawks,4,146,2023-09-25
2022-02-17,Anaheim Ducks,3,Edmonton Oilers,7,151,2023-09-25
2022-02-17,St. Louis Blues,2,Montreal Canadiens,3,158,2023-09-25
2022-02-17,Boston Bruins,1,New York Islanders,4,140,2023-09-25
2022-02-17,Detroit Red Wings,3,New York Rangers,2,163,2023-09-25
2022-02-17,Washington Capitals,5,Philadelphia Flyers,3,156,2023-09-25
2022-02-17,Vancouver Canucks,5,San Jose Sharks,4,149,2023-09-25
2022-02-17,Pittsburgh Penguins,1,Toronto Maple Leafs,4,150,2023-09-25
2022-02-17,Seattle Kraken,3,Winnipeg Jets,5,143,2023-09-25
2022-02-18,Nashville Predators,3,Carolina Hurricanes,5,155,2023-09-25
2022-02-18,Dallas Stars,1,Chicago Blackhawks,0,144,2023-09-25
2022-02-18,Florida Panthers,6,Minnesota Wild,2,150,2023-09-25
2022-02-18,Los Angeles Kings,4,Vegas Golden Knights,3,154,2023-09-25
2022-02-19,Los Angeles Kings,5,Arizona Coyotes,3,137,2023-09-25
2022-02-19,Colorado Avalanche,5,Buffalo Sabres,3,138,2023-09-25
2022-02-19,Seattle Kraken,1,Calgary Flames,2,141,2023-09-25
2022-02-19,Boston Bruins,3,Ottawa Senators,2,149,2023-09-25
2022-02-19,St. Louis Blues,6,Toronto Maple Leafs,3,145,2023-09-25
2022-02-19,Anaheim Ducks,7,Vancouver Canucks,4,144,2023-09-25
2022-02-19,Edmonton Oilers,4,Winnipeg Jets,2,146,2023-09-25
2022-02-20,Dallas Stars,1,Arizona Coyotes,3,138,2023-09-25
2022-02-20,Buffalo Sabres,3,Columbus Blue Jackets,7,159,2023-09-25
2022-02-20,Florida Panthers,5,Chicago Blackhawks,2,153,2023-09-25
2022-02-20,Minnesota Wild,7,Edmonton Oilers,3,143,2023-09-25
2022-02-20,Montreal Canadiens,3,New York Islanders,2,148,2023-09-25
2022-02-20,New York Rangers,2,Ottawa Senators,1,139,2023-09-25
2022-02-20,Carolina Hurricanes,4,Pittsburgh Penguins,3,145,2023-09-25
2022-02-20,Vegas Golden Knights,4,San Jose Sharks,1,151,2023-09-25
2022-02-21,Colorado Avalanche,1,Boston Bruins,5,152,2023-09-25
2022-02-21,Winnipeg Jets,1,Calgary Flames,3,142,2023-09-25
2022-02-21,Toronto Maple Leafs,2,Montreal Canadiens,5,149,2023-09-25
2022-02-21,Carolina Hurricanes,4,Philadelphia Flyers,3,161,2023-09-25
2022-02-21,Seattle Kraken,2,Vancouver Canucks,5,150,2023-09-25
2022-02-22,San Jose Sharks,3,Anaheim Ducks,4,164,2023-09-25
2022-02-22,Toronto Maple Leafs,3,Columbus Blue Jackets,4,152,2023-09-25
2022-02-22,Nashville Predators,6,Florida Panthers,4,155,2023-09-25
2022-02-22,Minnesota Wild,3,Ottawa Senators,4,140,2023-09-25
2022-02-22,St. Louis Blues,4,Philadelphia Flyers,1,144,2023-09-25
2022-02-22,New York Islanders,5,Seattle Kraken,2,141,2023-09-25
2022-02-23,Los Angeles Kings,3,Arizona Coyotes,2,139,2023-09-25
2022-02-23,Winnipeg Jets,2,Dallas Stars,3,147,2023-09-25
2022-02-23,Colorado Avalanche,5,Detroit Red Wings,2,149,2023-09-25
2022-02-23,Buffalo Sabres,0,Montreal Canadiens,4,142,2023-09-25
2022-02-23,Edmonton Oilers,3,Tampa Bay Lightning,5,143,2023-09-25
2022-02-24,Columbus Blue Jackets,6,Florida Panthers,3,147,2023-09-25
2022-02-24,Dallas Stars,1,Nashville Predators,2,156,2023-09-25
2022-02-24,Washington Capitals,1,New York Rangers,4,144,2023-09-25
2022-02-24,New Jersey Devils,6,Pittsburgh Penguins,1,142,2023-09-25
2022-02-24,Boston Bruins,3,Seattle Kraken,2,150,2023-09-25
2022-02-24,New York Islanders,3,San Jose Sharks,4,159,2023-09-25
2022-02-24,Minnesota Wild,1,Toronto Maple Leafs,3,145,2023-09-25
2022-02-24,Calgary Flames,1,Vancouver Canucks,7,155,2023-09-25
2022-02-25,Los Angeles Kings,4,Anaheim Ducks,1,145,2023-09-25
2022-02-25,Vegas Golden Knights,1,Arizona Coyotes,3,140,2023-09-25
2022-02-25,Columbus Blue Jackets,0,Carolina Hurricanes,4,148,2023-09-25
2022-02-25,New Jersey Devils,5,Chicago Blackhawks,8,156,2023-09-25
2022-02-25,Winnipeg Jets,3,Colorado Avalanche,6,144,2023-09-25
2022-02-25,Buffalo Sabres,3,St. Louis Blues,5,143,2023-09-25
2022-02-26,Minnesota Wild,3,Calgary Flames,7,160,2023-09-25
2022-02-26,Toronto Maple Leafs,10,Detroit Red Wings,7,147,2023-09-25
2022-02-26,Edmonton Oilers,4,Florida Panthers,3,154,2023-09-25
2022-02-26,New York Islanders,2,Los Angeles Kings,5,148,2023-09-25
2022-02-26,Tampa Bay Lightning,3,Nashville Predators,2,161,2023-09-25
2022-02-26,Montreal Canadiens,2,Ottawa Senators,1,143,2023-09-25
2022-02-26,Washington Capitals,1,Philadelphia Flyers,2,147,2023-09-25
2022-02-26,New York Rangers,0,Pittsburgh Penguins,1,149,2023-09-25
2022-02-26,Boston Bruins,3,San Jose Sharks,1,143,2023-09-25
2022-02-26,Colorado Avalanche,3,Vegas Golden Knights,2,143,2023-09-25
2022-02-27,New York Islanders,4,Anaheim Ducks,0,147,2023-09-25
2022-02-27,Winnipeg Jets,5,Arizona Coyotes,3,139,2023-09-25
2022-02-27,Edmonton Oilers,1,Carolina Hurricanes,2,162,2023-09-25
2022-02-27,Pittsburgh Penguins,3,Columbus Blue Jackets,2,149,2023-09-25
2022-02-27,St. Louis Blues,4,Chicago Blackhawks,0,141,2023-09-25
2022-02-27,Buffalo Sabres,2,Dallas Stars,4,147,2023-09-25
2022-02-27,Vancouver Canucks,5,New York Rangers,2,143,2023-09-25
2022-02-27,Seattle Kraken,1,San Jose Sharks,3,148,2023-09-25
2022-02-28,Boston Bruins,7,Los Angeles Kings,0,155,2023-09-25
2022-02-28,Vancouver Canucks,2,New Jersey Devils,7,148,2023-09-25
2022-02-28,Toronto Maple Leafs,5,Washington Capitals,3,150,2023-09-25
