date,away_team_id,away_goals,home_team_id,home_goals,length_of_game_min,updated_at
2021-01-26,Florida Panthers,4,Columbus Blue Jackets,3,149,2023-09-25
2021-01-26,Toronto Maple Leafs,4,Calgary Flames,3,144,2023-09-25
2021-01-26,San Jose Sharks,3,Colorado Avalanche,7,152,2023-09-25
2021-01-26,Detroit Red Wings,1,Dallas Stars,2,146,2023-09-25
2021-01-26,Los Angeles Kings,2,Minnesota Wild,1,142,2023-09-25
2021-01-26,Philadelphia Flyers,5,New Jersey Devils,3,144,2023-09-25
2021-01-26,Chicago Blackhawks,2,Nashville Predators,3,148,2023-09-25
2021-01-26,St. Louis Blues,5,Vegas Golden Knights,4,161,2023-09-25
2021-01-26,Edmonton Oilers,4,Winnipeg Jets,6,141,2023-09-25
2021-01-26,New York Islanders,2,Washington Capitals,3,145,2023-09-25
2021-01-27,Chicago Blackhawks,1,Nashville Predators,2,144,2023-09-25
2021-01-27,Ottawa Senators,1,Vancouver Canucks,5,142,2023-09-25
2021-01-28,Anaheim Ducks,2,Arizona Coyotes,3,145,2023-09-25
2021-01-28,Pittsburgh Penguins,1,Boston Bruins,4,135,2023-09-25
2021-01-28,New York Rangers,3,Buffalo Sabres,2,148,2023-09-25
2021-01-28,Tampa Bay Lightning,0,Carolina Hurricanes,1,143,2023-09-25
2021-01-28,Florida Panthers,2,Columbus Blue Jackets,3,150,2023-09-25
2021-01-28,San Jose Sharks,0,Colorado Avalanche,3,145,2023-09-25
2021-01-28,Detroit Red Wings,3,Dallas Stars,7,147,2023-09-25
2021-01-28,Toronto Maple Leafs,4,Edmonton Oilers,3,142,2023-09-25
2021-01-28,Los Angeles Kings,3,Minnesota Wild,5,152,2023-09-25
2021-01-28,Calgary Flames,2,Montreal Canadiens,4,147,2023-09-25
2021-01-28,Philadelphia Flyers,3,New Jersey Devils,1,139,2023-09-25
2021-01-28,Ottawa Senators,1,Vancouver Canucks,4,140,2023-09-25
2021-01-28,New York Islanders,3,Washington Capitals,6,148,2023-09-25
2021-01-29,Columbus Blue Jackets,2,Chicago Blackhawks,1,136,2023-09-25
2021-01-30,St. Louis Blues,6,Anaheim Ducks,1,139,2023-09-25
2021-01-30,New Jersey Devils,3,Buffalo Sabres,4,159,2023-09-25
2021-01-30,Dallas Stars,1,Carolina Hurricanes,4,153,2023-09-25
2021-01-30,Florida Panthers,3,Detroit Red Wings,2,150,2023-09-25
2021-01-30,Toronto Maple Leafs,3,Edmonton Oilers,4,151,2023-09-25
2021-01-30,Colorado Avalanche,5,Minnesota Wild,1,151,2023-09-25
2021-01-30,Calgary Flames,2,Montreal Canadiens,0,151,2023-09-25
2021-01-30,Pittsburgh Penguins,5,New York Rangers,4,147,2023-09-25
2021-01-30,New York Islanders,2,Philadelphia Flyers,3,139,2023-09-25
2021-01-30,Nashville Predators,3,Tampa Bay Lightning,4,155,2023-09-25
2021-01-30,Vancouver Canucks,4,Winnipeg Jets,1,142,2023-09-25
2021-01-30,Boston Bruins,3,Washington Capitals,4,148,2023-09-25
2021-01-31,St. Louis Blues,4,Anaheim Ducks,1,143,2023-09-25
2021-01-31,New Jersey Devils,5,Buffalo Sabres,3,144,2023-09-25
2021-01-31,Dallas Stars,3,Carolina Hurricanes,4,162,2023-09-25
2021-01-31,Columbus Blue Jackets,1,Chicago Blackhawks,3,135,2023-09-25
2021-01-31,Florida Panthers,3,Detroit Red Wings,2,149,2023-09-25
2021-01-31,Ottawa Senators,5,Edmonton Oilers,8,153,2023-09-25
2021-01-31,Colorado Avalanche,3,Minnesota Wild,4,151,2023-09-25
2021-01-31,New York Islanders,3,Philadelphia Flyers,4,145,2023-09-25
2021-02-01,Vancouver Canucks,2,Montreal Canadiens,6,140,2023-09-25
2021-02-01,Pittsburgh Penguins,1,New York Rangers,3,140,2023-09-25
2021-02-01,Nashville Predators,2,Tampa Bay Lightning,5,145,2023-09-25
2021-02-01,Calgary Flames,4,Winnipeg Jets,3,138,2023-09-25
2021-02-01,Boston Bruins,5,Washington Capitals,3,147,2023-09-25
2021-02-02,Dallas Stars,6,Columbus Blue Jackets,3,141,2023-09-25
2021-02-02,Carolina Hurricanes,4,Chicago Blackhawks,3,154,2023-09-25
2021-02-02,Minnesota Wild,1,Colorado Avalanche,2,149,2023-09-25
2021-02-02,Ottawa Senators,2,Edmonton Oilers,4,146,2023-09-25
2021-02-02,Anaheim Ducks,3,Los Angeles Kings,1,139,2023-09-25
2021-02-02,Vancouver Canucks,3,Montreal Canadiens,5,148,2023-09-25
2021-02-02,Arizona Coyotes,3,St. Louis Blues,4,150,2023-09-25
2021-02-02,Calgary Flames,2,Winnipeg Jets,3,137,2023-09-25
2021-02-03,Boston Bruins,4,Philadelphia Flyers,3,147,2023-09-25
2021-02-03,Detroit Red Wings,1,Tampa Bay Lightning,5,138,2023-09-25
2021-02-04,Dallas Stars,3,Columbus Blue Jackets,4,144,2023-09-25
2021-02-04,Carolina Hurricanes,4,Chicago Blackhawks,6,152,2023-09-25
2021-02-04,Nashville Predators,6,Florida Panthers,5,159,2023-09-25
2021-02-04,Ottawa Senators,3,Montreal Canadiens,2,146,2023-09-25
2021-02-04,Washington Capitals,2,New York Rangers,4,147,2023-09-25
2021-02-04,Arizona Coyotes,4,St. Louis Blues,3,142,2023-09-25
2021-02-04,Vancouver Canucks,3,Toronto Maple Leafs,7,145,2023-09-25
2021-02-04,Calgary Flames,1,Winnipeg Jets,4,137,2023-09-25
2021-02-05,San Jose Sharks,5,Anaheim Ducks,4,161,2023-09-25
2021-02-05,Nashville Predators,1,Florida Panthers,2,153,2023-09-25
2021-02-05,Boston Bruins,2,Philadelphia Flyers,1,150,2023-09-25
2021-02-05,Detroit Red Wings,1,Tampa Bay Lightning,3,141,2023-09-25
2021-02-05,Los Angeles Kings,2,Vegas Golden Knights,5,151,2023-09-25
2021-02-06,San Jose Sharks,1,Anaheim Ducks,2,156,2023-09-25
2021-02-06,Edmonton Oilers,4,Calgary Flames,6,153,2023-09-25
2021-02-06,Pittsburgh Penguins,3,New York Islanders,4,135,2023-09-25
2021-02-06,Montreal Canadiens,2,Ottawa Senators,1,148,2023-09-25
2021-02-06,Arizona Coyotes,3,St. Louis Blues,1,141,2023-09-25
2021-02-06,Vancouver Canucks,1,Toronto Maple Leafs,5,145,2023-09-25
2021-02-07,Carolina Hurricanes,6,Columbus Blue Jackets,5,153,2023-09-25
2021-02-07,Chicago Blackhawks,2,Dallas Stars,1,149,2023-09-25
2021-02-07,Detroit Red Wings,4,Florida Panthers,1,146,2023-09-25
2021-02-07,Los Angeles Kings,3,Vegas Golden Knights,4,141,2023-09-25
2021-02-07,Philadelphia Flyers,7,Washington Capitals,4,138,2023-09-25
2021-02-08,Carolina Hurricanes,2,Columbus Blue Jackets,3,149,2023-09-25
2021-02-08,Tampa Bay Lightning,4,Nashville Predators,1,148,2023-09-25
2021-02-08,New York Islanders,2,New York Rangers,0,136,2023-09-25
2021-02-08,Edmonton Oilers,3,Ottawa Senators,1,145,2023-09-25
2021-02-08,Arizona Coyotes,4,St. Louis Blues,3,162,2023-09-25
2021-02-08,Vancouver Canucks,1,Toronto Maple Leafs,3,138,2023-09-25
2021-02-09,Winnipeg Jets,2,Calgary Flames,3,142,2023-09-25
2021-02-09,Chicago Blackhawks,2,Dallas Stars,1,142,2023-09-25
2021-02-09,Detroit Red Wings,1,Florida Panthers,2,134,2023-09-25
2021-02-09,San Jose Sharks,4,Los Angeles Kings,3,150,2023-09-25
2021-02-09,Tampa Bay Lightning,6,Nashville Predators,1,153,2023-09-25
2021-02-09,Edmonton Oilers,3,Ottawa Senators,2,146,2023-09-25
2021-02-09,Anaheim Ducks,4,Vegas Golden Knights,5,143,2023-09-25
2021-02-10,Toronto Maple Leafs,4,Montreal Canadiens,2,143,2023-09-25
2021-02-10,Boston Bruins,3,New York Rangers,2,152,2023-09-25
2021-02-11,Columbus Blue Jackets,6,Chicago Blackhawks,5,139,2023-09-25
2021-02-11,Carolina Hurricanes,5,Dallas Stars,3,161,2023-09-25
2021-02-11,Tampa Bay Lightning,2,Florida Panthers,5,141,2023-09-25
2021-02-11,San Jose Sharks,2,Los Angeles Kings,6,144,2023-09-25
2021-02-11,Edmonton Oilers,3,Montreal Canadiens,0,141,2023-09-25
2021-02-11,Detroit Red Wings,2,Nashville Predators,3,142,2023-09-25
2021-02-11,Pittsburgh Penguins,4,New York Islanders,3,160,2023-09-25
2021-02-11,Calgary Flames,3,Vancouver Canucks,1,146,2023-09-25
2021-02-11,Anaheim Ducks,1,Vegas Golden Knights,0,131,2023-09-25
2021-02-11,Ottawa Senators,1,Winnipeg Jets,5,136,2023-09-25
2021-02-12,St. Louis Blues,4,Arizona Coyotes,1,149,2023-09-25
2021-02-12,Boston Bruins,1,New York Rangers,0,150,2023-09-25
2021-02-13,St. Louis Blues,5,Arizona Coyotes,4,154,2023-09-25
2021-02-13,Columbus Blue Jackets,2,Chicago Blackhawks,3,140,2023-09-25
2021-02-13,Carolina Hurricanes,4,Dallas Stars,3,163,2023-09-25
2021-02-13,Tampa Bay Lightning,6,Florida Panthers,1,152,2023-09-25
2021-02-13,Detroit Red Wings,4,Nashville Predators,2,140,2023-09-25
2021-02-13,Boston Bruins,2,New York Islanders,4,150,2023-09-25
2021-02-13,Vegas Golden Knights,3,San Jose Sharks,1,147,2023-09-25
2021-02-13,Montreal Canadiens,2,Toronto Maple Leafs,1,132,2023-09-25
2021-02-13,Calgary Flames,1,Vancouver Canucks,3,145,2023-09-25
2021-02-13,Ottawa Senators,2,Winnipeg Jets,1,137,2023-09-25
2021-02-14,Washington Capitals,3,Pittsburgh Penguins,6,150,2023-09-25
2021-02-14,Colorado Avalanche,0,Vegas Golden Knights,1,143,2023-09-25
2021-02-15,St. Louis Blues,0,Arizona Coyotes,1,141,2023-09-25
2021-02-15,New York Islanders,3,Buffalo Sabres,1,139,2023-09-25
2021-02-15,Columbus Blue Jackets,3,Carolina Hurricanes,7,157,2023-09-25
2021-02-15,Chicago Blackhawks,3,Detroit Red Wings,2,143,2023-09-25
2021-02-15,Winnipeg Jets,6,Edmonton Oilers,5,144,2023-09-25
2021-02-15,Anaheim Ducks,2,San Jose Sharks,3,143,2023-09-25
2021-02-15,Florida Panthers,6,Tampa Bay Lightning,4,155,2023-09-25
2021-02-15,Ottawa Senators,6,Toronto Maple Leafs,5,160,2023-09-25
2021-02-15,Calgary Flames,4,Vancouver Canucks,3,152,2023-09-25
2021-02-16,New York Islanders,3,Buffalo Sabres,0,147,2023-09-25
2021-02-16,Minnesota Wild,0,Los Angeles Kings,4,151,2023-09-25
2021-02-16,New Jersey Devils,5,New York Rangers,2,155,2023-09-25
2021-02-16,Washington Capitals,3,Pittsburgh Penguins,1,142,2023-09-25
2021-02-16,Colorado Avalanche,3,Vegas Golden Knights,2,143,2023-09-25
2021-02-17,Florida Panthers,4,Carolina Hurricanes,3,153,2023-09-25
2021-02-17,Vancouver Canucks,5,Calgary Flames,1,140,2023-09-25
2021-02-17,Chicago Blackhawks,2,Detroit Red Wings,0,132,2023-09-25
2021-02-17,Winnipeg Jets,2,Edmonton Oilers,3,145,2023-09-25
2021-02-17,Ottawa Senators,1,Toronto Maple Leafs,2,142,2023-09-25
2021-02-18,Minnesota Wild,3,Anaheim Ducks,1,146,2023-09-25
2021-02-18,Los Angeles Kings,3,Arizona Coyotes,2,155,2023-09-25
2021-02-18,New Jersey Devils,3,Boston Bruins,2,148,2023-09-25
2021-02-18,Nashville Predators,0,Columbus Blue Jackets,3,143,2023-09-25
2021-02-18,New York Rangers,3,Philadelphia Flyers,2,161,2023-09-25
2021-02-18,New York Islanders,1,Pittsburgh Penguins,4,142,2023-09-25
2021-02-18,San Jose Sharks,2,St. Louis Blues,3,150,2023-09-25
2021-02-18,Ottawa Senators,3,Toronto Maple Leafs,7,143,2023-09-25
2021-02-18,Buffalo Sabres,1,Washington Capitals,3,132,2023-09-25
2021-02-19,Chicago Blackhawks,3,Carolina Hurricanes,5,144,2023-09-25
2021-02-19,Edmonton Oilers,2,Calgary Flames,1,132,2023-09-25
2021-02-19,Florida Panthers,7,Detroit Red Wings,2,150,2023-09-25
2021-02-19,Winnipeg Jets,2,Vancouver Canucks,0,141,2023-09-25
2021-02-20,Minnesota Wild,5,Anaheim Ducks,1,146,2023-09-25
2021-02-20,Los Angeles Kings,4,Arizona Coyotes,2,138,2023-09-25
2021-02-20,Tampa Bay Lightning,0,Carolina Hurricanes,4,140,2023-09-25
2021-02-20,Nashville Predators,4,Columbus Blue Jackets,2,151,2023-09-25
2021-02-20,Vegas Golden Knights,2,Colorado Avalanche,3,35,2023-09-25
2021-02-20,Florida Panthers,1,Detroit Red Wings,2,148,2023-09-25
2021-02-20,Calgary Flames,1,Edmonton Oilers,7,155,2023-09-25
2021-02-20,Toronto Maple Leafs,5,Montreal Canadiens,3,149,2023-09-25
2021-02-20,Buffalo Sabres,3,New Jersey Devils,2,141,2023-09-25
2021-02-20,New York Islanders,2,Pittsburgh Penguins,3,140,2023-09-25
2021-02-20,San Jose Sharks,5,St. Louis Blues,4,150,2023-09-25
2021-02-20,New York Rangers,4,Washington Capitals,1,145,2023-09-25
2021-02-21,Philadelphia Flyers,3,Boston Bruins,7,148,2023-09-25
2021-02-21,Montreal Canadiens,2,Ottawa Senators,3,154,2023-09-25
2021-02-21,Winnipeg Jets,4,Vancouver Canucks,3,146,2023-09-25
2021-02-21,New Jersey Devils,3,Washington Capitals,4,148,2023-09-25
2021-02-22,Anaheim Ducks,3,Arizona Coyotes,4,167,2023-09-25
2021-02-22,Tampa Bay Lightning,4,Carolina Hurricanes,2,153,2023-09-25
2021-02-22,Vegas Golden Knights,3,Colorado Avalanche,0,138,2023-09-25
2021-02-22,Dallas Stars,1,Florida Panthers,3,143,2023-09-25
2021-02-22,Buffalo Sabres,2,New York Islanders,3,143,2023-09-25
2021-02-22,Minnesota Wild,6,San Jose Sharks,2,149,2023-09-25
2021-02-22,Los Angeles Kings,3,St. Louis Blues,0,139,2023-09-25
2021-02-22,Calgary Flames,3,Toronto Maple Leafs,0,142,2023-09-25
2021-02-23,Chicago Blackhawks,6,Columbus Blue Jackets,5,159,2023-09-25
2021-02-23,Nashville Predators,2,Detroit Red Wings,0,149,2023-09-25
2021-02-23,Buffalo Sabres,4,New Jersey Devils,1,150,2023-09-25
2021-02-23,Montreal Canadiens,4,Ottawa Senators,5,164,2023-09-25
2021-02-23,Edmonton Oilers,4,Vancouver Canucks,3,148,2023-09-25
2021-02-23,Pittsburgh Penguins,3,Washington Capitals,2,150,2023-09-25
2021-02-24,Anaheim Ducks,3,Arizona Coyotes,4,166,2023-09-25
2021-02-24,Minnesota Wild,6,Colorado Avalanche,2,146,2023-09-25
2021-02-24,Dallas Stars,3,Florida Panthers,0,151,2023-09-25
2021-02-24,New York Rangers,3,Philadelphia Flyers,4,147,2023-09-25
2021-02-24,Los Angeles Kings,2,St. Louis Blues,1,143,2023-09-25
2021-02-24,Carolina Hurricanes,0,Tampa Bay Lightning,3,138,2023-09-25
2021-02-24,Calgary Flames,1,Toronto Maple Leafs,2,144,2023-09-25
2021-02-25,New Jersey Devils,4,Buffalo Sabres,3,142,2023-09-25
2021-02-25,Chicago Blackhawks,2,Columbus Blue Jackets,0,134,2023-09-25
2021-02-25,Nashville Predators,2,Detroit Red Wings,5,143,2023-09-25
2021-02-25,Dallas Stars,2,Florida Panthers,3,148,2023-09-25
2021-02-25,Boston Bruins,2,New York Islanders,7,144,2023-09-25
2021-02-25,Calgary Flames,1,Ottawa Senators,6,139,2023-09-25
2021-02-25,Carolina Hurricanes,1,Tampa Bay Lightning,3,151,2023-09-25
2021-02-25,Edmonton Oilers,3,Vancouver Canucks,0,139,2023-09-25
2021-02-25,Montreal Canadiens,3,Winnipeg Jets,6,142,2023-09-25
2021-02-25,Pittsburgh Penguins,2,Washington Capitals,5,145,2023-09-25
2021-02-26,Colorado Avalanche,3,Arizona Coyotes,2,148,2023-09-25
2021-02-26,Los Angeles Kings,1,Minnesota Wild,3,142,2023-09-25
2021-02-26,Boston Bruins,2,New York Rangers,6,153,2023-09-25
2021-02-27,Vegas Golden Knights,3,Anaheim Ducks,2,153,2023-09-25
2021-02-27,Colorado Avalanche,6,Arizona Coyotes,2,143,2023-09-25
2021-02-27,Philadelphia Flyers,3,Buffalo Sabres,0,143,2023-09-25
2021-02-27,Detroit Red Wings,5,Chicago Blackhawks,3,137,2023-09-25
2021-02-27,Toronto Maple Leafs,4,Edmonton Oilers,0,142,2023-09-25
2021-02-27,Carolina Hurricanes,4,Florida Panthers,3,173,2023-09-25
2021-02-27,Los Angeles Kings,3,Minnesota Wild,4,157,2023-09-25
2021-02-27,Washington Capitals,5,New Jersey Devils,2,147,2023-09-25
2021-02-27,Columbus Blue Jackets,1,Nashville Predators,2,144,2023-09-25
2021-02-27,Pittsburgh Penguins,4,New York Islanders,3,150,2023-09-25
2021-02-27,Calgary Flames,6,Ottawa Senators,3,152,2023-09-25
2021-02-27,St. Louis Blues,7,San Jose Sharks,6,154,2023-09-25
2021-02-27,Dallas Stars,0,Tampa Bay Lightning,5,138,2023-09-25
2021-02-27,Montreal Canadiens,1,Winnipeg Jets,2,147,2023-09-25
2021-02-28,Philadelphia Flyers,3,Buffalo Sabres,0,133,2023-09-25
2021-02-28,Detroit Red Wings,2,Chicago Blackhawks,7,145,2023-09-25
2021-02-28,Washington Capitals,3,New Jersey Devils,2,145,2023-09-25
2021-02-28,Columbus Blue Jackets,1,Nashville Predators,3,145,2023-09-25
2021-02-28,Pittsburgh Penguins,0,New York Islanders,2,142,2023-09-25
2021-02-28,Boston Bruins,4,New York Rangers,1,144,2023-09-25
2021-03-01,St. Louis Blues,5,Anaheim Ducks,4,149,2023-09-25
2021-03-01,Toronto Maple Leafs,3,Edmonton Oilers,0,143,2023-09-25
2021-03-01,Carolina Hurricanes,3,Florida Panthers,2,150,2023-09-25
2021-03-01,Calgary Flames,1,Ottawa Senators,5,145,2023-09-25
2021-03-01,Colorado Avalanche,2,San Jose Sharks,6,142,2023-09-25
2021-03-01,Minnesota Wild,4,Vegas Golden Knights,5,151,2023-09-25
2021-03-01,Vancouver Canucks,4,Winnipeg Jets,0,140,2023-09-25
2021-03-02,Detroit Red Wings,1,Columbus Blue Jackets,4,143,2023-09-25
2021-03-02,Tampa Bay Lightning,2,Dallas Stars,0,144,2023-09-25
2021-03-02,Ottawa Senators,1,Montreal Canadiens,3,145,2023-09-25
2021-03-02,New York Islanders,2,New Jersey Devils,1,147,2023-09-25
2021-03-02,Carolina Hurricanes,4,Nashville Predators,2,147,2023-09-25
2021-03-02,Buffalo Sabres,2,New York Rangers,3,138,2023-09-25
2021-03-02,Philadelphia Flyers,2,Pittsburgh Penguins,5,147,2023-09-25
2021-03-02,Vancouver Canucks,2,Winnipeg Jets,5,137,2023-09-25
2021-03-03,St. Louis Blues,3,Anaheim Ducks,2,148,2023-09-25
2021-03-03,Washington Capitals,2,Boston Bruins,1,168,2023-09-25
2021-03-03,Toronto Maple Leafs,6,Edmonton Oilers,1,142,2023-09-25
2021-03-03,Arizona Coyotes,3,Los Angeles Kings,2,140,2023-09-25
2021-03-03,Colorado Avalanche,4,San Jose Sharks,0,145,2023-09-25
2021-03-03,Minnesota Wild,1,Vegas Golden Knights,5,145,2023-09-25
2021-03-04,Detroit Red Wings,2,Carolina Hurricanes,5,150,2023-09-25
2021-03-04,Ottawa Senators,3,Calgary Flames,7,147,2023-09-25
2021-03-04,Tampa Bay Lightning,3,Chicago Blackhawks,2,150,2023-09-25
2021-03-04,Columbus Blue Jackets,3,Dallas Stars,2,138,2023-09-25
2021-03-04,Winnipeg Jets,4,Montreal Canadiens,3,142,2023-09-25
2021-03-04,New York Rangers,6,New Jersey Devils,1,147,2023-09-25
2021-03-04,Florida Panthers,5,Nashville Predators,4,156,2023-09-25
2021-03-04,Buffalo Sabres,2,New York Islanders,5,137,2023-09-25
2021-03-04,Philadelphia Flyers,4,Pittsburgh Penguins,3,145,2023-09-25
2021-03-04,Toronto Maple Leafs,1,Vancouver Canucks,3,137,2023-09-25
2021-03-05,Minnesota Wild,5,Arizona Coyotes,1,150,2023-09-25
2021-03-05,Washington Capitals,1,Boston Bruins,5,181,2023-09-25
2021-03-05,Tampa Bay Lightning,3,Chicago Blackhawks,4,157,2023-09-25
2021-03-05,Anaheim Ducks,2,Colorado Avalanche,3,152,2023-09-25
2021-03-05,St. Louis Blues,3,Los Angeles Kings,2,142,2023-09-25
2021-03-05,Vegas Golden Knights,5,San Jose Sharks,4,152,2023-09-25
2021-03-06,Minnesota Wild,2,Arizona Coyotes,5,153,2023-09-25
2021-03-06,Anaheim Ducks,5,Colorado Avalanche,4,159,2023-09-25
